"ASVs","domain","phyla","class","order","family","genus","specie"
"4eb00fe9dff1c0693d6710da8995283c","Eukaryota","Ochrophyta","Chrysophyceae","uncultured","uncultured","uncultured","uncultured_eukaryote"
"be974caebd1c33c97f01f3bbc52e0844","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II","uncultured_Syndiniales"
"28ba0e9dc1ab04730f19985087d1a629","Eukaryota","Stramenopiles","uncultured","uncultured","uncultured","uncultured","uncultured_stramenopile"
"10111f763526686b1fbc7b4148d1fe7b","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"5a8c42a36f790a6323f4251fe06f8155","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Syndiniales","uncultured_marine"
"762b5599f42bc06d8180cd4017d8de79","Eukaryota","Protalveolata","Protalveolata","Protalveolata","Protalveolata","Oxyrrhis","uncultured_marine"
"288e8b1f6b8fc15c10d0800e26beff82","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya","eukaryote_clone"
"5879997a11ad8418e32d4d40698ee072","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Duboscquella","uncultured_eukaryote"
"f60bd5b7301736caf7ded004f6870042","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"73e4a0566319eb68bd0cb6571e85d609","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"cbb825852ac7432dc0eb2329a51a16dd","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Syndiniales","uncultured_Duboscquella"
"9a8dea7af84b7a3b701649f2d7a91fd1","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"3df78584a415b2360a20e707a58a971b","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"cb5bdc672fa9d408b4b792c989a06ff3","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"3b902d07898a579865fa74f2e5795709","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"9ac70ae41fa5635f960f5dc3a552b553","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"6d4a77bc146495ccc0483f7435903a26","Eukaryota","Dinoflagellata","Dinophyceae","Peridiniphycidae","Thoracosphaeraceae","Scrippsiella","uncultured_eukaryote"
"713cb4e2866af10204968b5a0facbd58","Eukaryota","Cercozoa","Novel_Clade_2","Novel_Clade_2","Novel_Clade_2","Novel_Clade_2","uncultured_Rhizaria"
"20157d4f9c2861487a58e79eea2b0d32","Eukaryota","Retaria","RAD_A","RAD_A","RAD_A","RAD_A",""
"2864cc600d3ca7bc75496ac29dad0e39","Eukaryota","Ochrophyta","Pelagophyceae","","","",""
"e779c425f1882be73d6ea607fa30561e","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"5db77974b67948e222eb53c96f446675","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"4902213ad1e44cb11eb3ce7d53c8a836","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Pelagostrobilidium","uncultured_ciliate"
"fe52c1fa86b43e8fa81e5dab9692d1b2","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II","uncultured_Syndiniales"
"dff6ed080d99bfcbf0ad13660dbf0b5a","Eukaryota","Annelida","Polychaeta","Spionida","Spionida","Spionida",""
"f62b6f37004c58e73d33d4a9cf45588f","Eukaryota","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Telonema","uncultured_Telonema"
"7a4052f919cd737cd5709ab74d116bc1","Eukaryota","Ochrophyta","Chrysophyceae","uncultured","uncultured","uncultured","uncultured_stramenopile"
"7840ccdee562df8ba5e38ecbb9be18bd","Eukaryota","Prymnesiophyceae","Prymnesiophyceae","Prymnesiales","Prymnesiales","OLI51059","uncultured_eukaryote"
"0e660de66e88f597c2b57dd6bbc8a19d","Eukaryota","Prymnesiophyceae","Prymnesiophyceae","Prymnesiophyceae","Prymnesiophyceae","Phaeocystis",""
"2268c49dd5dae996d463c5e1346a7dfd","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Spirotontonia","uncultured_marine"
"3fe47ca96365233122baee7e751d2657","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya",""
"cd24b17ca75e3018fc4223bb208d9168","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II","uncultured_marine"
"f1f496e533b90b2385ebdd6d507d99af","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya",""
"47b1acc0d05618a9f45512a8c799de77","Eukaryota","Ochrophyta","Ochrophyta","Ochrophyta","Ochrophyta","Bolidomonas","uncultured_marine"
"857209761ab02ae0db7b0f76dfda8e42","Eukaryota","Retaria","RAD_A","RAD_A","RAD_A","RAD_A","uncultured_eukaryote"
"b9d8d55a66c1e7b0441faf2a8678e610","Eukaryota","","","","","",""
"080ca03932e06db46b1459d2d78b5a61","Eukaryota","Diatomea","Mediophyceae","Mediophyceae","Mediophyceae","Chaetoceros","seawater_metagenome"
"0498188bc219134352bf7836c1db4251","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","Takayama_cf."
"3e92341252dcb9b3cbb36ecb39d408dd","Eukaryota","Ancyromonadida","Ancyromonadida","Ancyromonadida","Ancyromonadida","Ancyromonas",""
"021f3e56a7d7f5a6dff4df6269c5abec","Eukaryota","Cercozoa","Chlorarachniophyta","Chlorarachniophyta","Chlorarachniophyta","uncultured","uncultured_Cercozoa"
"043c8f1f3ba1e3208ea896bcbff12c42","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Duboscquella","uncultured_eukaryote"
"605884dfe4601c3465a61cc1bc4c1db4","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"f6b7ae6aae6107b387c3ca275ff11a56","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"200a4fc2abe82aa783b2b172232087bd","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"d6cc2c086c05234ba56dc35e0abcde4f","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II","phytoplankton_environmental"
"c916438e74054ff3d1ea86790b5d0cc8","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Suessiaceae","Pelagodinium",""
"36dd6307f9791843c3579280954d50c2","Eukaryota","","","","","",""
"6d272a2a1f355648029d1a6fdd811f6f","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"b097d91822b3e3860221b08276e8c3d0","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya",""
"9a6ee351867e4f49f0ded7f83aa85c5d","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"af55e324b81d581e7c5d5a6dbcc89708","Eukaryota","Prymnesiophyceae","Prymnesiophyceae","Prymnesiales","Prymnesiales","Prymnesiales","uncultured_eukaryote"
"8dc12f8688ee9490defb39cd7cdae997","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I",""
"6458cb313bb3fbe71b63a17bf7a00e4f","Eukaryota","MAST-1","MAST-1C","MAST-1C","MAST-1C","MAST-1C","uncultured_stramenopile"
"7361ef92145e01124cb0abbd1e3b8cee","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"8e6fad7d593981857b6bcb92b742c946","Eukaryota","","","","","",""
"789d43bc3d1d2cda467837ec70e5a962","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_ciliate"
"6e03c44c8de303b2acda2600cf879ad0","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"7b476566d0a1c9ffa222b5ad66dbbfa3","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"2825b7df7e20b5945fb375719db37b43","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I",""
"e1ed3012300b5ff9b1ac3bcd989f7ba8","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_alveolate"
"89d4c083470c62240450aab9595d0c65","Eukaryota","Holozoa","Choanoflagellida","Acanthoecida","Stephanoecidae","Marine_Choanoflagellates_1",""
"b49d826deaf39016a7e95bf1a65a5cb8","Eukaryota","Prymnesiophyceae","Prymnesiophyceae","Prymnesiales","Prymnesiales","",""
"1ddcb9c929e1946a26ed683ac18f0a05","Eukaryota","Cnidaria","Hydrozoa","Trachymedusae","Trachymedusae","Trachymedusae",""
"de32c9e1ab886205b59308ffb89597c9","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"33ba4d90d4de40b46806f68fb3c63960","Eukaryota","Cercozoa","Chlorarachniophyta","Chlorarachniophyta","Chlorarachniophyta","NOR26","uncultured_Cercozoa"
"e61610fcc9badd64337ee963229b7bb9","Eukaryota","Cryptophyceae","Cryptophyceae","Cryptomonadales","Cryptomonadales","Rhodomonas",""
"c9347ba633570ad48614f80f741522e2","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Duboscquella",""
"d97bf5ad90b56f49343644aac88242ce","Eukaryota","","","","","",""
"a4f35edb10f7da83e87a1d816e567b75","Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales","Protoperidinium","uncultured_marine"
"89b0c0241217114dff74a4cee14f7cfe","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"890c43bb9e7efd3170de540b50da4b04","Eukaryota","Retaria","Acantharia","","","",""
"5f47dea876c8eb712c9f8588e1db0225","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"8421dd371752af4cb6940fedde646ce2","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"5c9bf4b3c1e6a40c19f806ff21c29079","Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae","Bacillariophyceae","",""
"07a6aea2f3d5d1b47a1a3c15b47587e9","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I",""
"39e384b95ad655761be887c417323a34","Eukaryota","Prymnesiophyceae","Prymnesiophyceae","Prymnesiales","Prymnesiales","",""
"bab944dcfb595960885887a7b9cf15dd","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"44475c281dd17853daecfbfa76652c10","Eukaryota","Protalveolata","Protalveolata","Protalveolata","Protalveolata","Oxyrrhis","uncultured_marine"
"3dacfcbfe83c63987518ee237ed9df40","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"f9bb5f8f1a24f7b63066ca3dbc62508b","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"d041b31583efe7d1c22097d61b36a5a2","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya","uncultured_alveolate"
"fb61ab15c5015d2a0a0732d90d6e96bf","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"9dc1e9735bbcdbf8727aa70878a5c3bc","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Siphonophorae","Siphonophorae","uncultured_eukaryote"
"724391fd9f1b2469b9fa7b41abb8d6da","Eukaryota","Protalveolata","Protalveolata","Protalveolata","Protalveolata","Oxyrrhis","uncultured_marine"
"9f301f23f09e7d8d77888d4c85e3db6d","Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Nassophorea","uncultured","uncultured_ciliate"
"e5b1d20419454eef4ebfd81fc601d4da","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","","",""
"ba1e8f1fd88ecdf8fc59612d64a5e33f","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"1846e3476618b99ef894de07c32a9d07","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Pseudotontonia","Pseudotontonia_simplicidens"
"4fe3fcf868bdb1173a658e872cc69631","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"fa24505be06d765c8fc01b916eedb7a5","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya",""
"16171bc27dd300ad12beae225b161e57","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"f33c0a5b01216084aae9a55c8969f1ba","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"055a87a556c30795c297a45deef77d6f","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"e5cc8f7b333a70bbafda13c3e5a5470e","Eukaryota","Prymnesiophyceae","Prymnesiophyceae","Prymnesiales","Prymnesiales","Haptolina",""
"4843be28316aea5e11f25f3c7e05bbc4","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I",""
"c7a3ef873f80fa7aaf22c3e602fcdf1a","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"dca0a28a4406978fbcccb240dcbc8992","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II","uncultured_marine"
"946962c5dbaacbbde6d823978a139cbb","Eukaryota","Chlorophyta","Prasinophytae","Prasinophytae","Prasinophytae","Prasinophytae","Pycnococcus_provasolii"
"bf3798c8615b9b7a5886544c9bbdea73","Eukaryota","Protalveolata","Syndiniales","Syndiniales","","",""
"79b39a0db5d6473afb55647ee333f3dd","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"938f283eec341492964ed72d3fd08a5b","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","Uncultured_marine"
"a34826239e4ed736a539daef358f0ee3","Eukaryota","Retaria","RAD_A","RAD_A","RAD_A","RAD_A",""
"37ec4b456b2942a6892735b18ccc427f","Eukaryota","Cercozoa","Chlorarachniophyta","Chlorarachniophyta","Chlorarachniophyta","NOR26","uncultured_eukaryote"
"13b26f9a4c175004f25725cbdc85f425","Eukaryota","Cercozoa","Thecofilosea","Thecofilosea","Thecofilosea","uncultured","uncultured_Rhizaria"
"c094021016cd4c8850cc6a56b9af8ce9","Eukaryota","Chlorophyta","Prasinophytae","Pseudoscourfieldiales","Pseudoscourfieldiales","Prasinoderma","uncultured_eukaryote"
"5951bfb7d264c9d2c37d14c6601a5e16","Eukaryota","Arthropoda","Maxillopoda","Calanoida","Calanoida","Calanoida","uncultured_eukaryote"
"2eaa2dbc5d5f290caea6ee2f34de2ece","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_III","Syndiniales_Group_III",""
"f26246c1d370d38492f1cba22bd706ee","Eukaryota","Retaria","Acantharia","Acantharea_Group_II","Acantharea_Group_II","Acantharea_Group_II","uncultured_marine"
"7eed08b3e2ca2f1d3ef779666bfd4dbc","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"7eaab9ff7659e8defadc3eef23ea4b86","Eukaryota","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Telonema",""
"91f8f5dde865e83619dbd2fdab27aad3","Eukaryota","Cercozoa","Novel_Clade_2","Novel_Clade_2","Novel_Clade_2","Novel_Clade_2","uncultured_eukaryote"
"54a15eaed27ae12b79cb980d22b714f9","Eukaryota","Labyrinthulomycetes","uncultured","uncultured","uncultured","uncultured",""
"495fdc14440855022258d163fd3e110e","Eukaryota","Centrohelida","Centrohelida","Centrohelida","Centrohelida","Centrohelida","uncultured_eukaryote"
"70cdedb50059dcb68e9abf5294130ac0","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Siphonophorae","Siphonophorae","uncultured_eukaryote"
"4ce4a408cf72fae81142f768a16e4d5d","Eukaryota","Chlorophyta","Prasinophytae","Prasinophytae","Prasinophytae","Prasinophytae","Pyramimonas_australis"
"05ab53e55bb055e43ba4e5e9cf1e75d4","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya",""
"485bb227e5ccbd86a255a33b015001aa","Eukaryota","Cercozoa","Thecofilosea","","","",""
"7c542861627ab264c0903046b4e23b08","Eukaryota","Annelida","Polychaeta","Spionida","Spionida","Spionida","Laonice_sp."
"7a2f7ff5eea6cc1133edf01b3ba0f56b","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"66eb6a2459c829a40f8e00e905303c50","Eukaryota","Dinoflagellata","","","","",""
"e74e0d747e859880bdab640884e0aa16","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"131614329ebc23bf08ed0ba9dc06d86c","Eukaryota","uncultured","uncultured","uncultured","uncultured","uncultured","uncultured_fungus"
"206cf380d818efbb4179a21fb70c6163","Eukaryota","Retaria","Polycystinea","Spumellaria","Spumellaria","Cladococcus","uncultured_Rhizaria"
"a2291db66d4965848f1c31b5141f1c04","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya",""
"571d1f9850b9d146092185cabe2e902f","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"0575e0baa1addaaa507330164e833e17","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"40f095f8b5e762b5de19a5be6555873c","Eukaryota","Chlorophyta","Chlorodendrophyceae","Chlorodendrales","Chlorodendrales","Tetraselmis",""
"4028ffcbba7b5c82e2391621f5b8ed29","Eukaryota","Prymnesiophyceae","Prymnesiophyceae","Prymnesiophyceae","Prymnesiophyceae","Phaeocystis","Phaeocystis_globosa"
"2716e06a8e94ea8fbf76b58ad11fe2b6","Eukaryota","Picozoa","Picomonadida","Picomonadidae","Picomonadidae","Picomonas",""
"118840dfa2e5de74f7ab004e5741b110","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"fffdb24d2b80a2e21fc4d0da3a7b3476","Eukaryota","Retaria","RAD_B","RAD_B","RAD_B","RAD_B","uncultured_eukaryote"
"45a66761cf41ed0d70f40a8c97b81751","Eukaryota","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Pirsonia",""
"4453be05485b7c2b190a52f5fd8e4be5","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"e09cf6ba0e58e7bfb02fe6e7305a3edb","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_III","Syndiniales_Group_III","eukaryote_clone"
"fb5ac9ff283adc7a3dacff649611cd67","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya",""
"f37300095ce914f085a98e32bb0eb713","Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacales","Heterodinium","uncultured_eukaryote"
"2ede2abcbc16c2df3776bdb3ffb9a18e","Eukaryota","Cnidaria","Hydrozoa","Narcomedusae","Narcomedusae","Narcomedusae",""
"c16a32b93b82f5e1705dc160332c30ce","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_dinoflagellate"
"1a8d2f1be17f8c82a3fcf1384804a868","Eukaryota","Retaria","Polycystinea","Spumellaria","Spumellaria","Cladococcus",""
"23c6d70ce2e58d13b0367b2c59fed0ac","Eukaryota","","","","","",""
"dbae79063ba37a1ac1658cedb092c89d","Eukaryota","Retaria","RAD_A","RAD_A","RAD_A","RAD_A",""
"e8d538acea102a94dcd1a6090540f330","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I",""
"d7a2b12b44e299cd9769864ab1b63c34","Eukaryota","Prymnesiophyceae","Prymnesiophyceae","Prymnesiales","Prymnesiales","OLI51059","uncultured_eukaryote"
"3bcaf399482545e52c080ba7b2aeeac7","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I",""
"0ac826ee5348a8191f41d43de561932d","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","phytoplankton_environmental"
"e4615790a2dc05b06879013aa03513a0","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya",""
"2ee50142df779bc04fae28b5240c124b","Eukaryota","Ochrophyta","Chrysophyceae","uncultured","uncultured","uncultured",""
"149b69f554100362fc9432e77f00816f","Eukaryota","Cercozoa","Imbricatea","Imbricatea","Euglyphida","Paulinella","uncultured_eukaryote"
"c835ffbcf99a9599d2a7c38867876fd2","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"4b453dc88b5f6b2c00c937d67e3d6c89","Eukaryota","","","","","",""
"bb5ec19636f2a966dc8e74599252ee19","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","","",""
"259ff50635fc32d0d7ac9e3d9316283d","Eukaryota","Cryptophyceae","Cryptophyceae","Cryptomonadales","Cryptomonadales","",""
"09f4a396f70a9e908d39e5db21d1504e","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"3c0c4c8d7c57e439037c440790104b6a","Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales","Protoperidinium","uncultured_eukaryote"
"eff9ad1ad725e4c654252e5782fd849e","Eukaryota","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Telonema",""
"db22e5ce6046cfa16a1f6bb40012e3cb","Eukaryota","Diatomea","Mediophyceae","Mediophyceae","Mediophyceae","Chaetoceros","Chaetoceros_sp."
"e40bb1bba2b50a2b3e0055bb872eda5d","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II","uncultured_Syndiniales"
"8d86e8864d85d1b838f4c240a6ea8384","Eukaryota","Cercozoa","Thecofilosea","Ebriacea","Ebriacea","Ebria","uncultured_marine"
"edfcc97737e2fbc5df02a57e122a4a32","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"1b040a8d7c4ae339fd87769e96c2191d","Eukaryota","","","","","",""
"23d270ca3351827c191911f293f59500","Eukaryota","Protalveolata","Syndiniales","Syndiniales","","",""
"37490911532cc169607bb0359a0c5b4a","Eukaryota","","","","","",""
"25f27530e741ff37c46e3e3c61a024e0","Eukaryota","Retaria","Polycystinea","Polycystinea","Polycystinea","Polycystinea","uncultured_eukaryote"
"3fbf12627081714ced42cbe31681cafd","Eukaryota","","","","","",""
"797297710de6f16e54b3635650078af5","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"32c915673c1f140d3d7ec2550ccafe7c","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I",""
"b2286252bf5438ca10f9d4da35e8cef8","Eukaryota","Retaria","Acantharia","Chaunocanthida","Chaunocanthida","Chaunocanthida",""
"5dfe565d23f061b6607bb4271b9e65d9","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"0d64eeeaee71ef870c150e8c1f9ef160","Eukaryota","Dinoflagellata","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Blastodinium",""
"0717cf291786fd59ced5e15c61376b30","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II","marine_metagenome"
"d58f744211fd6777cc56a66a9c7a3fcd","Eukaryota","Retaria","RAD_B","RAD_B","RAD_B","RAD_B",""
"cb7d848a438b7b72ce1988fda7060ffd","Eukaryota","Cryptophyceae","Cryptophyceae","Cryptomonadales","Cryptomonadales","Cryptomonadales","uncultured_Cryptophyta"
"f338d4eec71fc03cff27b18a4d6f29db","Eukaryota","Picozoa","Picozoa","Picozoa","Picozoa","Picozoa","uncultured_biliphyte"
"9054f0e0843f9d2cde334b4257455eec","Eukaryota","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Telonema","uncultured_eukaryote"
"f6adee945ecf45596b5af93a4f19c704","Eukaryota","","","","","",""
"7d1438f1875ef40d427988f07ef1341d","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"e4edce2b2e7b55259854a2cc5da6cd50","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","Uncultured_marine"
"c0d29efae8af8ac870776781e774d869","Eukaryota","Labyrinthulomycetes","uncultured","uncultured","uncultured","uncultured","uncultured_eukaryote"
"a0e64bba35db3f9661bab581ab869c46","Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellophyceae","Mamiellophyceae","",""
"d12a6e65550fdaa588c5b912cb33a566","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Metacylis",""
"017df00c9c8791c54b5ba592455177b0","Eukaryota","","","","","",""
"0407968d1d101ac6482fd171bd3e05a0","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"ac82a4044acee71693cbc9513d855cd9","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I",""
"0fab11db89f860fbc4c840db0ff3e4a0","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"045893ebec3d68c12042e2c90891c40a","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I",""
"940ce655a0e5887850e5f93dc1e99c19","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"652ba7a28cff7efa253dc373c777e963","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II","uncultured_marine"
"21cbffd36879cf472269ca5058711e5c","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"e0ce7c4bab587b6dfac0ac3e244094b4","Eukaryota","Retaria","Acantharia","Arthracanthida","Arthracanthida","Arthracanthida",""
"3b18d492601f02606c47c05625dd6002","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_III","Syndiniales_Group_III","eukaryote_clone"
"f6999bd134c4633c183c2e4128dc7581","Eukaryota","Retaria","Polycystinea","Nassellaria","Nassellaria","Ceratospyris","uncultured_eukaryote"
"442ae110c6e72c38758330f53a90d733","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya","uncultured_eukaryote"
"a7477c8aeb023b2ee31d0ea0fdf06f8f","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
